SETOR;SUBSETOR;PRODUTO;NCM;DESC_NCM;IND_MAPA;IND_OMC;DESC_ISIC_SECAO;IND_PRODUTO_AGRO_ONI
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3072200;VIEIRAS, INCLUINDO A AMERICANA, E OUTROS MOLUSCOS DOS GÊNEROS PECTEN, CHLAMYS OU PLACOPECTEN, CONGELADAS;1;1;Indústria de Transformação;0
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3072900;VIEIRAS,OUTS.MARISCOS (PECTEN,ETC) CONGELADOS,SECOS,ETC;1;1;Indústria de Transformação;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3073100;MEXILHOES (MYTILUS,PERNA) VIVOS,FRESCOS,REFRIGERAOS;1;1;Indústria de Transformação;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3073200;MEXILHÕES (MYTILUS SPP., PERNA SPP.), CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3073900;MEXILHOES (MYTILUS,PERNA) CONGELADOS,SECOS,SALGADOS,ETC;1;1;Indústria de Transformação;0
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3074100;SIBAS,SEPIOLAS,POTAS E LULAS,VIVOS,FRESCOS,REFRIGERADOS;1;1;Indústria de Transformação;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3074200;"SÉPIAS (CHOCOS) (CHOCOS E CHOPOS); LULAS (POTAS E LULAS), VIVAS, FRESCAS OU REFRIGERADAS";1;1;Indústria de Transformação;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3074310;LULAS, CONGELADAS;1;1;Indústria de Transformação;0
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3074320;SÉPIAS, CONGELADAS;1;1;Indústria de Transformação;0
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3074900;OUTRAS SÉPIAS (CHOCOS) (CHOCOS E CHOPOS);1;1;Indústria de Transformação;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3074911;POTAS E LULAS (OMMASTREPHES,LOLIGO,ETC),CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3074919;SIBAS (CHOCOS)(ETC) E SEPIOLAS,CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3074920;SIBAS,SEPIOLAS,POTAS E LULAS,SECOS,SALGADOS,EM SALMOURA;1;1;Indústria de Transformação;0
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3074990;SEPIAS E LULAS, EM OUTRAS FOMRAS;1;1;Indústria de Transformação;0
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3077100;AMEIJOAS, BERBIGOES E ARCAS, VIVOS, FRE. OU REFRIGER.;1;1;Indústria de Transformação;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3077200;AMÊIJOAS, BERBIGÕES E ARCAS (FAMÍLIAS ARCIDAE, ARCTICIDAE, CARDIIDAE, DONACIDAE, HIATELLIDAE, MACTRIDAE, MESODESMATIDAE, MYIDAE, SEMELIDAE, SOLECURTIDAE, SOLENIDAE, TRIDACNIDAE E VENERIDAE), CONGELADOS;1;1;Indústria de Transformação;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3077900;AMEIJOAS, BERBIGOES E ARCAS, EM OUTRAS FORMAS;1;1;Indústria de Transformação;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3078100;ABALONES VIVOS, FRESCOS OU REFRIGERADOS;1;1;Indústria de Transformação;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3078900;ABALONES, EM OUTRAS FORMAS;1;1;Indústria de Transformação;0
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3079100;OUTROS MOLUSCOS,INVERTEBR.AQUATIC.VIVOS,FRESCOS,REFRIG.;1;1;Indústria de Transformação;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3079900;OUTROS MOLUSCOS,INVERTEBR.AQUATIC.CONGELADOS,SECOS,ETC.;1;1;Indústria de Transformação;0
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3081100;PEPINOS-DO-MAR, VIVOS, FRESCOS OU REFRIGERADOS;1;1;Indústria de Transformação;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3081200;PEPINOS-DO-MAR (STICHOPUS JAPONICUS, HOLOTHUROIDEA), CONGELADOS;1;1;Indústria de Transformação;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3081900;PEPINOS-DO-MAR, EM OUTRAS FORMAS;1;1;Indústria de Transformação;0
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3082100;OURICOS-DO-MAR, VIVOS, FRESCOS OU REFRIGERADOS;1;1;Indústria de Transformação;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3082900;OURICOS-DO-MAR, EM OUTRAS FORMAS;1;1;Indústria de Transformação;0
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3083000;MEDUSAS (AGUAS-VIVAS) (RHOPILEMA SPP.);1;1;Indústria de Transformação;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;DEMAIS CRUSTÁCEOS E MOLUSCOS;3089000;OUT. INVER. AQUAT, EXC. CRUST. E MOLU.,CONG,SECO, ETC;1;1;Indústria de Transformação;0
PESCADOS;CRUSTÁCEOS E MOLUSCOS;KRILL CONGELADO;3061910;KRILL (EUPHASIA SUPERBA), CONGELADO;1;1;Indústria de Transformação;0
PESCADOS;CRUSTÁCEOS E MOLUSCOS;LAGOSTAS, CONGELADAS;3061100;LAGOSTAS (PALINURUS,PANULIRUS E JASUS) CONGELADAS;1;1;Indústria de Transformação;0
PESCADOS;CRUSTÁCEOS E MOLUSCOS;LAGOSTAS, CONGELADAS;3061110;LAGOSTAS INTEIRAS,CONGELADAS;1;1;Indústria de Transformação;0
PESCADOS;CRUSTÁCEOS E MOLUSCOS;LAGOSTAS, CONGELADAS;3061190;OUTRAS LAGOSTAS,CONGELADAS,EXCETO AS INTEIRAS;1;1;Indústria de Transformação;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;LAGOSTAS, CONGELADAS;3061500;LAGOSTA NORUEGUESA (NEPHROPS NORVEGICUS);1;1;Indústria de Transformação;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;LAGOSTAS, NÃO CONGELADAS;3062100;LAGOSTAS (PALINURUS,PANULIRUS E JASUS) NAO CONGELADAS;1;1;Agropecuária;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;LAGOSTAS, NÃO CONGELADAS;3062500;LAGOSTA NORUEGUESA (NEPHROPS NORVEGICUS), NAO CONGELADA;1;1;Agropecuária;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;LAGOSTAS, NÃO CONGELADAS;3062910;LAGOSTAS DE AGUA DOCE NAO CONGELADOS;1;1;Agropecuária;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;LAGOSTAS, NÃO CONGELADAS;3063100;LAGOSTAS (PALINURUS SPP., PANULIRUS SPP., JASUS SPP.), VIVAS, FRESCOS OU REFRIGERADOS;1;1;Agropecuária;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;LAGOSTAS, NÃO CONGELADAS;3063910;LAGOSTA DE ÁGUA DOCE (CHERAX QUADRICARINATUS), VIVO, FRESCO OU REFRIGERADO;1;1;Agropecuária;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;LAGOSTAS, NÃO CONGELADAS;3069400;LAGOSTA NORUEGUESA (LAGOSTIM) (NEPHROPS NORVEGICUS);1;1;Agropecuária;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;OUTRAS LAGOSTAS;3069100;LAGOSTAS (PALINURUS SPP., PANULIRUS SPP., JASUS SPP.);1;1;Agropecuária;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;OUTRAS LAGOSTAS;3069910;LAGOSTA DE ÁGUA DOCE (CHERAX QUADRICARINATUS);1;1;Agropecuária;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;OUTROS CAMARÕES;3069500;CAMARÕES;1;1;Agropecuária;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;POLVOS;3075100;POLVOS (OCTOPUS SPP) VIVOS,FRESCOS OU REFRIGERADOS;1;1;Indústria de Transformação;1
PESCADOS;CRUSTÁCEOS E MOLUSCOS;POLVOS;3075200;POLVOS (OCTOPUS SPP.), CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;CRUSTÁCEOS E MOLUSCOS;POLVOS;3075900;POLVOS (OCTOPUS SPP.) EM OUTRA FORMA QUE NÃO VIVOS, FRESCOS, REFRIGERADOS OU CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;CRUSTÁCEOS E MOLUSCOS;POLVOS;3075910;POLVOS (OCTOPUS SPP) CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;CRUSTÁCEOS E MOLUSCOS;POLVOS;3075920;POLVOS (OCTOPUS SPP) SECOS,SALGADOS OU EM SALMOURA;1;1;Indústria de Transformação;0
PESCADOS;CRUSTÁCEOS E MOLUSCOS;POLVOS;3075990;POLVOS, EM OUTRAS FORMAS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;ATUM CONGELADO;3034100;ATUNS-BRANCOS OU GERMOES,PEIXES CONGELAD.EXC.FILES,ETC.;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;ATUM CONGELADO;3034200;ALBACORAS/ATUNS BARBATANA AMARELA,PEIXES CONG.EXC.FILES;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;ATUM CONGELADO;3034600;ATUNS DO SUL,PEIXES CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;ATUM CONGELADO;3034900;OUTS.PEIXES ATUNS CONGEL.EXC.FILES,OUTS.CARNES,FIGADOS,;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;ATUM, FRESCO OU REFRIGERADO;3023100;PEIXES ATUNS-BRANCOS OU GERMOES,FRESCOS/REFRIG.EXC.FILE;1;1;Agropecuária;1
PESCADOS;PEIXES;ATUM, FRESCO OU REFRIGERADO;3023200;PEIXES ALBACORAS/ATUNS BARBAT.AMARELA,FRESCOS/REFRIG.ET;1;1;Agropecuária;1
PESCADOS;PEIXES;ATUM, FRESCO OU REFRIGERADO;3023600;PEIXES ATUNS-DO-SUL,FRESCOS/REFRIG.EXC.FILES/OVAS,ETC.;1;1;Agropecuária;1
PESCADOS;PEIXES;ATUM, FRESCO OU REFRIGERADO;3023900;OUTS.PEIXES ATUNS FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES,;1;1;Agropecuária;1
PESCADOS;PEIXES;ATUM, VIVO;3019510;PEIXES ATUNS-DO-SUL,PARA REPRODUCAO;1;1;Agropecuária;1
PESCADOS;PEIXES;ATUM, VIVO;3019590;OUTS.PEIXES ATUNS-DO-SUL VIVOS,EXCETO PARA REPRODUCAO;1;1;Agropecuária;1
PESCADOS;PEIXES;BACALHAU CONGELADO;3035200;BACALHAUS(GADUS MORHUA,GADUS OGAC),PEIXES CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;BACALHAU CONGELADO;3036000;BACALHAUS (GADUS) CONGELADOS,EXC.FILES,OUTS.CARNES,ETC.;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;BACALHAU CONGELADO;3036300;BACALHAU-DO-ATLANTICO E BACALHAU-DO-PACIFICO, CONGELADO;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;BACALHAU, FRESCO OU REFRIGERADO;3025000;PEIXES BACALHAUS,FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES,;1;1;Agropecuária;1
PESCADOS;PEIXES;BACALHAU, FRESCO OU REFRIGERADO;3025100;BACALHAU-DO-ATLANTICO,DA-GROELAND.E DO-PACIFICO,F.OU R.;1;1;Agropecuária;1
PESCADOS;PEIXES;BACALHAU, SECOS, SALGADOS OU DEFUMADOS;3053010;BACALHAUS(GADUS)MORHUA, GADUS OGAC, GADUS MACROCEPHALUS;1;1;Indústria de Transformação;1
PESCADOS;PEIXES;BACALHAU, SECOS, SALGADOS OU DEFUMADOS;3053210;FILES DE BACALHAU,SECOS,SALGADOS,EM SALMOURA,N/DEFUMADO;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;BACALHAU, SECOS, SALGADOS OU DEFUMADOS;3054910;BACALHAUS (GADUS) DEFUMADOS,MESMO EM FILES;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;BACALHAU, SECOS, SALGADOS OU DEFUMADOS;3055100;BACALHAUS (GADUS) SECOS,MESMO SALGADOS MAS N/DEFUMADOS;1;1;Indústria de Transformação;1
PESCADOS;PEIXES;BACALHAU, SECOS, SALGADOS OU DEFUMADOS;3055910;BACALHAUS POLARES,LINGS,ZARBOS,ETC.SECOS,NAO DEFUMADOS;1;1;Indústria de Transformação;1
PESCADOS;PEIXES;BACALHAU, SECOS, SALGADOS OU DEFUMADOS;3056200;BACALHAUS (GADUS) SALGADOS,N/SECOS,N/DEFUMADOS,SALMOURA;1;1;Indústria de Transformação;1
PESCADOS;PEIXES;DEMAIS PEIXES;3049100;ESPADARTES (XIPHIAS GLADIUS)FRESC/REFR/CONG.;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;DEMAIS PEIXES;3049200;MARLONGAS (DISSOSTICHUS SPP.)FRESC/REFR/CONG.;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;DEMAIS PEIXES;3049211;BOCHECHA DE PEIXES MARLONGAS-NEGRAS,FRESCOS/REFRIG.CONG;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;DEMAIS PEIXES;3049212;COLARES DE PEIXEX MARLONGAS-NEGRAS,FRESCOS/REFRIG.CONG.;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;DEMAIS PEIXES;3049219;OUTS.PEIXES MARLONGAS-NEGRAS,FRESCOS/REFRIGER.CONGELAD.;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;DEMAIS PEIXES;3049221;BOCHECHA DE PEIXES MARLONGAS-ANTART.FRESCOS/REFRIG/CONG;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;DEMAIS PEIXES;3049222;COLARES DE PEIXES MARLONGAS-ANTART.FRESCOS/REFRIG/CONG.;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;DEMAIS PEIXES;3049229;OUTS.PEIXES MARLONGAS-DO-ANTARTICO FRESCOS/REFRIG/CONG.;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;DEMAIS PEIXES;3049900;OUTS.CARNES DE PEIXES,FRESCOS,REFRIG.OU CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;DEMAIS PEIXES;3051000;FARINHAS,POS E 'PELLETS' DE PEIXES,P/ALIMENTACAO HUMANA;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;FILES DE PARGOS, CONGELADOS;3042020;FILES DE PARGO,CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;FILES DE PARGOS, CONGELADOS;3042920;FILES DE PEIXES PARGOS,CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;FILES DE PARGOS, CONGELADOS;3048910;FILE DE PARGO (LUTJANUS PURPUREUS);1;1;Indústria de Transformação;0
PESCADOS;PEIXES;FILES DE PEIXE SECOS, SALGADOS OU DEFUMADOS;3053000;FILES DE PEIXES,SECOS,SALGADOS,EM SALMOURA,N/DEFUMADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;FILES DE TILÁPIA, CONGELADOS;3042030;FILES DE TILAPIA,CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;FILES DE TILÁPIA, CONGELADOS;3042930;FILES DE PEIXES TILAPIAS,CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;FILES DE TILÁPIA, CONGELADOS;3046100;FILES DE TILAPIAS (OREOCHROMIS SPP.), CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE SECOS, SALGADOS OU DEFUMADOS;3053020;SAITHES(POLACHIUS VIRENS),LINGS E ZARBOS(BROSME BROSME);1;1;Indústria de Transformação;1
PESCADOS;PEIXES;OUTROS FILES DE PEIXE SECOS, SALGADOS OU DEFUMADOS;3053090;OUTROS FILES DE PEIXES,SECOS,SALGADOS/SALMOURA,N/DEFUM.;1;1;Indústria de Transformação;1
PESCADOS;PEIXES;OUTROS FILES DE PEIXE SECOS, SALGADOS OU DEFUMADOS;3053100;FILES DE PEIXES,SECOS,SALGADOS,EM SALMOURA,N/DEFUMADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE SECOS, SALGADOS OU DEFUMADOS;3053220;FILES DE SAITHE, SECOS,SALGADOS,EM SALMOURA,N/DEFUMADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE SECOS, SALGADOS OU DEFUMADOS;3053230;FILÉS DE LING (MOLVA MOLVA) E ZARBO (BROSME BROSME), SECOS, SALGADOS OU EM SALMOURA, MAS NÃO DEFUMADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE SECOS, SALGADOS OU DEFUMADOS;3053290;OUTROS FILÉS DE PEIXES, SECOS,SALGADOS/SALMOURA,N/DEFU.;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE SECOS, SALGADOS OU DEFUMADOS;3053900;FILÉS DE OUTROS PEIXES, SECOS, SALGADOS OU EM SALMOURA, MAS NÃO DEFUMADOS;1;1;Indústria de Transformação;1
PESCADOS;PEIXES;OUTROS FILES DE PEIXE SECOS, SALGADOS OU DEFUMADOS;3053910;FILES DE LING E ZARBO,SECOS,SALGADOS,EM SALMOURA,N/DEFU;1;1;Indústria de Transformação;1
PESCADOS;PEIXES;OUTROS FILES DE PEIXE SECOS, SALGADOS OU DEFUMADOS;3053990;FILES DE OUTROS PEIXES,SECOS,SALGADOS,EM SALM.,N/DEFU.;1;1;Indústria de Transformação;1
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3042010;FILES DE MERLUZAS,CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3042040;FILES DE CHERNE-POVEIRO,CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3042050;FILES DE GAROUPA,CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3042060;FILES DE BAGRE,CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3042070;FILES DE MERLUZA NEGRA,CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3042090;FILES DE OUTROS PEIXES,CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3042100;FILES DE PEIXES ESPADARTES,CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3042210;FILES DE PEIXES MARLONGAS-NEGRAS,CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3042290;OUTROS FILES DE PEIXES MARLONGAS,CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3042910;FILES DE PEIXES MERLUZAS,CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3042940;FILES DE PEIXES CHERNES-POVEIROS,CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3042950;FILES DE PEIXES GAROUPAS,CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3042960;FILES DE PEIXES BAGRES,CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3042970;FILES DE PEIXES TUBAROES-AZUIS,CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3042990;OUTROS FILES DE PEIXES,CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3046210;FILES DE BAGRE (ICTALARUS PUNTACTUS), CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3046290;OUTROS FILES DE PEIXES, CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3046300;FILE DE PERCA-DO-NILO (LATES NILOTICUS), CONGELADO;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3046900;FILE DE PEIXE CABECA-DE-SERPENTE, CONGELADO;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3047100;FILE BACAL.-DO-ATLANTICO, DA-GROENL., DO-PACIFICO,CONG.;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3047200;FILE DE HADDOCK OU LUBINA, CONGELADO;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3047300;FILE DE SAITHE (POLLACHIUS VIRENS), CONGELADO;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3047400;FILES DE MERLUZAS E ABROTEAS, CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3047500;FILE DE MELUZA-DO-ALASCA (THERAGRA CHALCOGRAMMA), CONG;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3047900;OUTROS FILÉS DE PEIXES, CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3048100;FILE DE SALMAO-DO-PACIFICO,DO-DANUBIO,DO-ATLANTICO,CONG;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3048200;FILES DE TRUTAS, CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3048300;FILES DE PEIXES CHATOS, CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3048400;FILES DE ESPADARTE (XIPHIAS GLADIUS), CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3048510;FILE DE MERLUZA NEGRA (DISSOSTICHUS ELEGINOIDES),CONG;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3048520;FILE DE MERLUZA ANTARTICA(DISSOSTICHUS MAWSONI),CONG.;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3048600;FILES DE ARENQUES(CLUPEA HARENGUS,CLUPEA PALLASII)CONG.;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3048700;FILES DE ATUNS E BONITO-LISTRADO, CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3048810;FILÉS DE TUBARÃO-AZUL (PRIONACE GLAUCA), CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3048890;FILÉS DE CAÇÃO E OUTROS TUBARÕES, E FILÉS DE RAIS (RAJIDAE), CONGELADO;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3048920;FILÉ DE CHERNE-POVEIRO (POLUPRION AMERICANUS),CONG.;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3048930;FILÉ DE GAROUPA (ACANTHISTIUS SPP.), CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3048940;FILÉ DE TUBARÃO-AZUL (PRIONACE GLAUCA), CONGELADOS;1;1;Indústria de Transformação;0
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, CONGELADOS;3048990;OUTROS FILÉS CONGELADOS, DE PEIXES;1;1;Indústria de Transformação;1
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, FRESCOS OU REFRIGERADOS;3041000;FILES E OUTRAS CARNES DE PEIXES,FRESCOS OU REFRIGERAD.;1;1;Indústria de Transformação;1
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, FRESCOS OU REFRIGERADOS;3041011;FILES DE CHERNE-POVEIRO,FRESCOS OU REFRIGER.;1;1;Indústria de Transformação;1
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, FRESCOS OU REFRIGERADOS;3041012;FILES DE GAROUPA,FRESCOS OU REFRIGERADOS;1;1;Indústria de Transformação;1
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, FRESCOS OU REFRIGERADOS;3041013;FILES DE BAGRE,FRESCOS OU REFRIGERADOS;1;1;Indústria de Transformação;1
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, FRESCOS OU REFRIGERADOS;3041019;FILES DE OUTS.PEIXES,FRESCOS OU REFRIGERADOS;1;1;Indústria de Transformação;1
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, FRESCOS OU REFRIGERADOS;3041911;FILES DE PEIXES CHERNES-POVEIROS FRESCOS OU REFRIGERAD.;1;1;Indústria de Transformação;1
PESCADOS;PEIXES;OUTROS FILES DE PEIXE, FRESCOS OU REFRIGERADOS;3041912;FILES DE PEIXES GAROUPAS FRESCOS OU REFRIGERADOS;1;1;Indústria de Transformação;1
