CNPJ Radical,Estabelecimento
84431154,128
84431352,191
84496066,104
84496066,295
84496066,708
84501873,178
84501873,330
84512037,199
84584994,635
84584994,716
84586833,176
84683374,149
84683374,300
84683408,103
84683556,110
84683556,381
84683671,194
84683887,150
84684620,187
84685106,913
84686443,178
84688589,152
84688589,314
84693183,168
84693183,753
84693183,1059
84695295,158
84709955,102
84823541,100
84823541,371
84869593,117
84933118,2610
84978485,182
85021657,198
85120939,495
85142651,179
85142651,250
85151504,165
85205144,137
85217404,194
85285963,131
85285963,212
85285963,301
85285963,484
85355592,117
85777555,105
85778074,106
85782878,189
85783272,168
86046414,177
86046448,161
86046463,100
86046562,191
86046612,130
86047198,184
86047362,153
86352069,108
86375425,109
86375458,140
86375458,302
86375912,163
86378189,176
86378189,842
86379567,136
86429834,132
86445822,100
86445822,282
86445822,363
86445822,444
86445822,525
86445822,606
86445822,797
86445822,959
86530318,108
86532538,162
87007910,184
87076519,131
87102810,1028
87156352,119
87192928,101
87215281,188
87235172,122
87235297,152
87274817,136
87288940,106
87288940,3121
87315099,107
87315099,875
87315099,1090
87315834,174
87366746,100
87366746,959
87439626,187
87439626,420
87546636,111
87547170,179
87547428,137
87547675,133
87547907,153
87548020,180
87548020,2042
87548814,143
87552170,167
87556650,104
87639761,176
87678934,165
87702528,190
87704128,114
87723474,140
87826541,151
87834883,113
87836292,185
87845368,139
87845368,309
87846796,186
87847711,184
87859278,105
87870952,144
87888772,190
87960167,182
88000955,190
88020102,110
88037668,154
88059654,131
88074364,167
88104328,107
88104328,1502
88113477,124
88124383,150
88174610,152
88209176,107
88221494,185
88242862,171
88250147,180
88259783,173
88301155,109
88301155,1695
88301155,2071
88301155,2152
88301155,2233
88301155,2314
88301155,2586
88301155,2900
88301155,6905
88301163,155
88303375,171
88304001,170
88305719,181
88309620,158
88313853,124
88315379,170
88315379,412
88369889,120
88369889,634
88379771,182
88379771,263
88379771,425
88379771,1588
88379771,1669
88379771,3017
88379771,3602
88379771,3955
88416482,106
88416482,610
88441555,110
88441555,462
88446034,155
88519822,124
88610126,129
88610126,552
88610191,235
88610324,192
88610324,516
88611264,122
88611835,129
88611835,803
88611835,986
88611835,1877
88613658,110
88613856,183
88613856,345
88614342,142
88614342,223
88614938,142
88616313,110
88618285,170
88618285,331
88623996,132
88624242,105
88628243,110
88628805,125
88634977,101
88634977,705
88634977,969
88634977,1850
88658984,143
88664511,159
88670385,145
88674080,101
88674726,150
88709621,190
88766936,179
88818125,174
88833991,134
88849773,198
88887021,111
88979042,167
88985627,190
89042642,167
89086144,116
89086144,540
89086144,1198
89086144,1279
89086672,175
89142103,108
89190235,105
89238133,104
89238711,102
89274120,190
89305197,180
89313720,110
89340921,107
89367809,160
89419873,147
89420590,115
89422042,124
89423040,150
89423040,230
89425888,118
89426415,135
89432702,158
89434336,176
89488316,188
89545511,100
89548523,180
89611909,190
89637490,145
89637490,12666
89637490,12909
89637490,13042
89637490,13123
89637490,13204
89637490,13395
89637490,13476
89637490,13638
89637490,13719
89637490,13980
89637490,14448
89637490,14952
89637490,15177
89637490,15924
89637490,16572
89637490,16653
89637490,16734
89637490,16815
89637490,17030
89637490,17200
89637490,17382
89673164,193
89674782,158
89674782,409
89674782,1049
89674782,1200
89674782,1391
89674782,1472
89674782,1553
89674782,1634
89716583,165
89723837,172
89723845,119
89723977,140
89724447,117
89724447,1008
89729156,383
89729156,464
89729867,196
89738173,115
89772065,169
89790356,180
89822530,129
89850341,160
89850341,1212
89850341,1484
89850341,1646
89886444,180
89890792,120
89962294,146
90022930,139
90049289,126
90049792,181
90050238,114
90051160,152
90058082,118
90063470,197
90064288,150
90102609,164
90102609,911
90157108,185
90228214,102
90236621,161
90260985,187
90272337,140
90285958,169
90286139,136
90295338,100
90309188,147
90312133,196
90312133,439
90312885,157
90314758,197
90333758,134
90347840,118
90347840,380
90347840,460
90347840,541
90347840,622
90347840,703
90347840,894
90347840,975
90347840,1009
90347840,1190
90347840,1270
90347840,1351
90347840,1432
90347840,1513
90347840,1602
90347840,1785
90347840,1866
90347840,2080
90347840,2242
90347840,2323
90347840,2404
90347840,2595
90347840,2676
90347840,2757
90347840,2838
90347840,2919
90347840,3052
90347840,3214
90347840,3303
90347840,3486
90347840,3648
90347840,3729
90347840,3800
90347840,4024
90347840,4105
90347840,4296
90347840,4377
90347840,4458
90347840,4539
90347840,4610
90347840,4709
90347840,4881
90347840,5187
90347840,5268
90347840,5349
90347840,5420
90347840,5772
90347840,5934
90347840,6078
90347840,6159
90347840,6230
90347840,6310
90347840,6400
90347840,6582
90347840,6663
90347840,6744
90347840,6906
90347840,7040
90347840,7201
90347840,7473
90347840,7554
90347840,7716
90377037,126
90441460,148
90445206,118
90446048,110
90463704,436
90492695,169
90771833,149
90804378,130
90810706,101
90810706,373
90810706,2821
90810706,3984
90815150,146
90816133,123
90816133,557
90852914,173
90852914,335
90976853,156
91013698,135
91068825,101
91154666,150
91155259,167
91302349,133
91302349,800
91302349,1105
91302349,1377
91302349,1458
91302349,1610
91359711,102
91374561,106
91404251,197
91409698,159
91437418,116
91473678,147
91495226,166
91495499,100
91495499,453
91495499,615
91505230,168
91669242,128
91672865,150
91678342,110
91678342,463
91681973,199
91687160,106
91704023,132
91704023,213
91704023,485
91704023,809
91704023,1023
91704023,1295
91704023,1376
91704023,1619
91879718,155
91894774,169
91894774,1483
91894774,2021
91894774,2293
91894774,2617
91897876,138
91913681,134
91936005,186
91982199,156
92038108,191
92038108,353
92038108,434
92038108,515
92080035,104
92080035,872
92088509,156
92253095,173
92260371,120
92265552,140
92315332,183
92320233,190
92327410,160
92639954,167
92660604,182
92660604,263
92660604,1154
92660604,1316
92660604,11893
92660604,11974
92660604,12784
92660604,12865
92660604,13160
92660604,13241
92660604,13756
92660604,13837
92660604,13918
92660604,14132
92660604,14213
92660604,14728
92660604,15295
92660604,15457
92660604,15538
92660604,15619
92660604,15708
92660604,16186
92660604,16429
92660604,16771
92660604,16852
92660604,16933
92660604,17077
92660604,17158
92660604,17239
92660604,17409
92660604,17581
92660604,17743
92660604,17824
92660604,17905
92670801,182
92678093,126
92679331,118
92690700,173
92690700,254
92690700,1307
92693019,189
92695691,103
92697010,146
92697010,731
92715812,131
92724145,153
92724517,141
92750629,177
92751858,378
92751858,882
92752468,150
92753268,112
92758788,118
92765833,161
92780634,122
92781335,102
92782366,188
92782705,126
92783182,132
92787050,189
92791243,294
92794437,162
92794437,243
92795368,101
92802784,190
92833946,157
92859974,143
92911932,104
92989219,183
93117125,187
93211084,274
93211084,355
93211084,436
93211084,606
93234789,126
93273985,100
93439396,159
93586303,119
93586303,1352
93586303,1433
93586303,1603
93586303,1948
93586303,2243
93586303,2324
93586303,2677
93586303,2758
93586303,2839
93682854,186
93896397,122
93973329,110
93993731,166
94048832,121
94048832,202
94261534,115
94316999,126
94319555,144
94495637,140
94638392,162
94753274,103
94845674,130
94846599,122
95313771,145
95323994,193
95387569,168
95410163,310
95422218,140
95422697,103
95425534,176
95425534,842
95426862,197
95433231,103
95822003,117
95837316,149
96198239,197
96206313,170
96261607,102
96261607,447
96299219,102
96368816,222
96368816,303
96551445,139
96734892,123
96735162,147
96736350,190
97191688,176
97191902,194
97191902,518
97191902,780
97191902,860
97191902,1085
97275978,106
97318943,107
97748917,100
97748958,105
97748958,3031
97755177,130
97755177,300
97755177,1020
97755177,2345
97837181,147
97837181,1119
97837181,1542
97837181,2948
97837181,3243
97837181,3910
97969620,175
97969810,192
